locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSG00000162669,HFM1,7,"455,457,453,348,454,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162670,FAM5C,7,"452,457,453,348,455,456,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162676,GFI1,7,"454,453,455,457,452,456,348","NE,NE,NE,NE,E,NE,E",Conditional
ENSG00000162687,KCNT2,8,"348,457,454,451,455,453,456,452","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000162688,AGL,7,"452,455,457,348,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162692,VCAM1,7,"348,455,454,452,456,453,457","E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000162694,EXTL2,7,"452,455,453,348,454,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162695,SLC30A7,8,"452,459,457,348,455,456,453,454","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000162702,ZNF281,8,"453,454,452,457,459,456,348,455","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000162704,ARPC5,7,"452,348,453,456,457,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162706,CADM3,7,"454,457,348,455,453,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162711,NLRP3,7,"456,455,454,452,348,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162714,ZNF496,7,"455,452,456,348,457,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162722,TRIM58,7,"453,454,456,452,455,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162723,SLAMF9,7,"452,454,456,453,457,455,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162727,OR2M5,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000162728,KCNJ9,7,"348,456,457,452,453,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162729,IGSF8,8,"455,457,348,452,443,456,454,453","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000162733,DDR2,8,"453,456,457,455,443,348,452,454","NE,NE,NE,NE,E,E,NE,NE",Conditional
ENSG00000162734,PEA15,7,"454,452,456,453,457,455,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000162735,PEX19,8,"348,457,459,456,454,453,455,452","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000162736,NCSTN,8,"459,457,452,348,456,455,454,453","E,NE,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000162738,VANGL2,7,"452,348,453,457,454,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162739,SLAMF6,7,"453,452,348,456,454,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162745,OLFML2B,7,"457,348,452,453,454,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162746,FCRLB,7,"456,453,348,457,452,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162747,FCGR3B,5,"456,348,455,452,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000162753,SLC9A11,7,"456,457,453,454,348,452,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162755,KLHDC9,7,"455,454,453,456,457,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162757,C1orf74,8,"348,457,454,455,453,456,452,459","NE,NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000162761,LMX1A,7,"457,453,452,456,454,455,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162763,LRRC52,7,"453,457,348,455,454,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162769,FLVCR1,7,"456,453,457,348,454,452,455","NE,E,NE,NE,E,NE,NE",Conditional
ENSG00000162771,FAM71A,7,"455,348,453,456,457,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162772,ATF3,7,"455,454,348,453,452,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162775,RBM15,8,"456,348,454,455,457,459,452,453","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000162777,DENND2D,7,"454,456,455,348,457,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162779,C1orf125,7,"453,348,454,455,456,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162782,TDRD5,7,"456,453,454,455,348,452,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162783,IER5,7,"455,453,452,454,457,348,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162804,SNED1,7,"456,453,455,454,457,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162813,BPNT1,5,"452,455,456,454,348","NE,NE,NE,NE,NE",Nonessential
ENSG00000162814,SPATA17,8,"454,455,452,348,451,453,457,456","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000162817,C1orf115,7,"457,452,348,455,456,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162819,C1orf58,7,"456,457,455,454,453,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162825,,1,348,NE,Nonessential
ENSG00000162836,ACP6,9,"348,443,451,452,457,456,453,454,455","NE,E,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000162843,WDR64,1,348,NE,Nonessential
ENSG00000162849,KIF26B,7,"452,455,454,348,456,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162851,TFB2M,9,"459,348,451,452,454,455,453,457,456","E,NE,E,E,NE,NE,E,E,NE",Conditional
ENSG00000162852,CNST,7,"455,454,348,452,457,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162869,KLRAQ1,8,"453,348,459,457,454,455,452,456","NE,NE,E,NE,NE,NE,NE,NE",Conditional
ENSG00000162873,KLHDC8A,8,"456,455,454,453,457,459,348,452","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000162877,PM20D1,7,"457,456,454,453,348,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162878,PKDCC,7,"348,454,457,452,456,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162881,OXER1,7,"453,452,457,454,455,456,348","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000162882,HAAO,8,"452,456,457,348,449,453,455,454","NE,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000162885,B3GALNT2,7,"348,454,457,452,453,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162888,C1orf147,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000162889,MAPKAPK2,7,"453,456,454,455,457,348,452","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000162891,IL20,7,"454,457,453,452,455,348,456","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000162892,IL24,8,"456,451,457,452,453,454,348,455","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000162894,FAIM3,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000162896,PIGR,7,"348,453,454,455,452,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162897,FCAMR,7,"454,456,348,453,455,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162909,CAPN2,7,"452,453,455,454,348,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162910,MRPL55,8,"453,457,459,348,452,456,455,454","NE,NE,E,NE,NE,E,E,NE",Conditional
ENSG00000162913,C1orf145,1,348,NE,Nonessential
ENSG00000162923,WDR26,7,"452,454,457,453,455,348,456","NE,E,NE,E,NE,NE,NE",Conditional
ENSG00000162924,REL,7,"457,456,452,454,455,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162927,PUS10,7,"348,456,457,452,453,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162928,PEX13,8,"455,457,456,452,454,453,442,348","NE,NE,NE,NE,NE,E,E,NE",Conditional
ENSG00000162929,KIAA1841,7,"456,348,457,455,453,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162931,TRIM17,7,"453,457,456,455,454,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162944,RFTN2,7,"457,452,454,453,456,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162946,DISC1,7,"454,455,452,457,456,348,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162949,CAPN13,7,"453,452,455,454,348,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162951,LRRTM1,7,"454,452,457,453,455,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162959,MEMO1,7,"452,453,456,457,454,455,348","NE,NE,NE,E,NE,NE,E",Conditional
ENSG00000162961,DPY30,8,"348,457,454,452,453,459,456,455","NE,E,NE,E,E,E,E,E",Conditional
ENSG00000162971,C2orf60,7,"455,348,452,453,454,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162972,C2orf47,6,"459,348,455,452,456,454","E,NE,NE,NE,NE,NE",Conditional
ENSG00000162975,KCNF1,7,"455,453,348,457,456,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162976,PQLC3,7,"454,457,348,453,455,452,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162980,ARL5A,7,"456,453,454,348,452,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162981,FAM84A,7,"455,454,453,456,457,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162989,KCNJ3,8,"453,452,454,455,348,451,456,457","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000162992,NEUROD1,7,"455,453,452,454,457,456,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000162994,C2orf63,7,"454,453,457,455,452,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162998,FRZB,7,"455,453,348,454,457,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000162999,DUSP19,7,"452,453,455,348,454,456,457","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000163001,CCDC104,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000163002,NUP35,7,"453,348,452,454,457,455,456","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000163006,CCDC138,7,"456,457,453,452,348,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163009,C2orf48,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000163012,ZSWIM2,7,"348,456,454,453,452,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163013,FBXO41,6,"454,455,452,459,456,348","NE,NE,NE,E,NE,NE",Conditional
ENSG00000163017,ACTG2,7,"348,455,454,453,456,457,452","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000163026,C2orf44,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000163029,SMC6,8,"453,452,348,455,454,456,457,459","E,E,NE,NE,NE,NE,E,E",Conditional
ENSG00000163032,VSNL1,8,"457,459,452,453,454,455,348,456","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000163040,CCDC74A,7,"455,453,454,452,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163041,H3F3A,7,"457,453,455,456,452,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163046,ANKRD30BL,1,348,NE,Nonessential
ENSG00000163050,ADCK3,7,"452,348,453,456,457,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163053,SLC16A14,8,"348,459,457,456,455,454,453,452","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000163060,TEKT4,7,"455,452,454,456,457,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163064,EN1,7,"348,456,455,453,452,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163067,ZNF2,3,"348,453,457","NE,NE,NE",Nonessential
ENSG00000163069,SGCB,7,"457,455,456,348,454,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163071,SPATA18,8,"456,457,455,454,453,452,450,348","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000163072,NOSTRIN,8,"348,457,452,453,456,443,455,454","NE,NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000163075,,3,"453,457,348","NE,NE,NE",Nonessential
ENSG00000163081,CCDC140,7,"453,456,457,454,455,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163082,SGPP2,7,"348,453,454,457,452,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163083,INHBB,7,"456,348,457,453,455,452,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163092,XIRP2,5,"456,348,454,452,455","NE,NE,NE,NE,NE",Nonessential
ENSG00000163093,BBS5,7,"348,457,456,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163098,BIRC8,7,"453,457,456,348,452,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163104,SMARCAD1,7,"455,457,456,452,348,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163106,HPGDS,7,"454,457,455,453,348,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163110,PDLIM5,7,"455,457,452,454,456,453,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163113,OTUD7B,3,"348,457,453","NE,NE,NE",Nonessential
ENSG00000163114,PDHA2,7,"453,454,455,452,348,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163116,C4orf37,7,"457,348,452,455,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163125,RPRD2,7,"452,348,453,457,456,455,454","NE,NE,E,E,NE,NE,NE",Conditional
ENSG00000163126,ANKRD23,7,"348,455,454,452,457,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163131,CTSS,7,"456,454,348,455,453,452,457","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163132,MSX1,7,"348,456,452,454,457,455,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163138,PACRGL,7,"453,348,454,452,456,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163141,BNIPL,7,"452,453,457,454,348,455,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163145,C1QTNF7,7,"453,452,457,456,455,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163154,TNFAIP8L2,7,"456,453,457,452,454,348,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163155,LYSMD1,7,"455,457,456,348,452,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163156,SCNM1,8,"456,459,457,455,454,453,452,348","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000163157,TMOD4,7,"348,453,454,456,455,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163159,VPS72,8,"452,455,457,456,454,459,453,348","E,NE,E,E,NE,E,E,NE",Conditional
ENSG00000163161,ERCC3,8,"456,452,348,454,457,455,453,459","E,E,E,E,E,E,E,E",Essential
ENSG00000163162,RNF149,7,"457,348,452,456,453,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163166,IWS1,8,"455,459,452,457,454,348,453,456","NE,E,E,E,NE,NE,E,NE",Conditional
ENSG00000163170,BOLA3,7,"456,455,457,452,453,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163171,CDC42EP3,7,"348,457,454,455,456,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163191,S100A11,8,"455,348,443,457,452,453,454,456","NE,E,E,NE,NE,NE,NE,NE",Conditional
ENSG00000163202,LCE3D,7,"348,452,453,454,455,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163206,SMCP,7,"457,454,456,348,455,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163207,IVL,7,"452,456,454,453,348,457,455","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163209,SPRR3,7,"452,457,348,454,455,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163214,DHX57,7,"348,453,452,455,456,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163216,SPRR2D,7,"454,455,453,452,457,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163217,BMP10,7,"452,454,453,348,455,456,457","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000163218,PGLYRP4,7,"348,452,453,454,456,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163219,ARHGAP25,7,"453,457,456,348,455,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163220,S100A9,7,"452,454,457,348,455,453,456","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000163221,S100A12,7,"456,457,452,453,454,348,455","NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000163235,TGFA,7,"457,456,455,454,348,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163239,TDRD10,7,"453,454,455,456,457,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163249,CCNYL1,7,"456,454,453,455,457,348,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163251,FZD5,7,"455,456,348,453,454,457,452","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163254,CRYGC,7,"452,453,455,348,456,457,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163257,DCAF16,7,"452,453,454,455,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163263,C1orf189,7,"456,455,452,454,453,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163273,NPPC,7,"454,455,456,452,348,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163281,GNPDA2,7,"453,452,455,348,454,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163283,ALPP,7,"457,455,453,452,348,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163285,GABRG1,7,"456,348,455,457,452,453,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163286,ALPPL2,7,"454,455,348,456,457,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163288,GABRB1,7,"452,348,454,456,455,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163291,PAQR3,7,"456,452,348,454,453,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163293,NIPAL1,7,"455,348,456,452,454,457,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163295,ALPI,7,"453,455,452,457,456,348,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163297,ANTXR2,7,"454,456,455,453,457,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163312,HELQ,7,"348,457,456,453,455,452,454","NE,E,NE,E,NE,E,NE",Conditional
ENSG00000163319,MRPS18C,8,"455,454,453,348,457,456,452,459","NE,NE,E,NE,E,NE,E,E",Conditional
ENSG00000163320,CGGBP1,7,"348,454,453,456,452,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163322,FAM175A,8,"455,452,453,459,348,454,457,456","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163328,GPR155,7,"456,453,455,348,457,454,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163331,DAPL1,7,"452,455,456,453,454,348,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163344,PMVK,8,"457,456,452,455,459,348,453,454","E,NE,E,NE,E,E,E,E",Conditional
ENSG00000163346,PBXIP1,7,"455,452,454,348,456,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163347,CLDN1,7,"455,457,454,452,453,456,348","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000163348,PYGO2,7,"454,453,455,348,457,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163349,HIPK1,7,"452,455,348,454,457,456,453","NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163352,LENEP,5,"454,455,452,348,456","NE,NE,NE,NE,NE",Nonessential
ENSG00000163354,DCST2,7,"456,452,348,453,455,454,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163357,DCST1,7,"457,456,453,452,348,455,454","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163359,COL6A3,7,"455,454,453,452,457,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163362,C1orf106,7,"348,452,454,456,453,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163374,YY1AP1,8,"452,456,454,453,455,457,459,348","NE,NE,NE,NE,NE,NE,E,NE",Conditional
ENSG00000163376,KBTBD8,7,"452,456,453,454,348,457,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163377,FAM19A4,7,"453,348,454,455,452,456,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163378,C3orf64,7,"457,454,455,348,456,453,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163380,LMOD3,7,"452,456,455,454,348,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163382,APOA1BP,3,"457,348,453","NE,NE,NE",Nonessential
ENSG00000163386,NBPF10,1,348,NE,Nonessential
ENSG00000163389,POGLUT1,7,"456,452,457,455,453,454,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163393,SLC22A15,7,"348,457,454,452,456,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163394,CCKAR,7,"455,452,348,457,454,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163395,IGFN1,5,"348,452,455,456,454","NE,NE,NE,NE,NE",Nonessential
ENSG00000163399,ATP1A1,8,"452,348,453,454,459,456,457,455","E,NE,E,E,E,NE,E,E",Conditional
ENSG00000163406,SLC15A2,7,"455,452,454,453,348,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163412,EIF4E3,7,"348,455,454,452,453,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163421,PROK2,7,"452,456,455,454,348,453,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163424,C3orf30,7,"454,455,456,457,453,452,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163428,LRRC58,7,"348,454,457,452,455,456,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163430,FSTL1,7,"453,454,455,348,452,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163431,LMOD1,7,"453,455,454,457,452,456,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163435,ELF3,7,"452,454,453,348,457,455,456","NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000163440,PDCL2,7,"456,453,348,455,454,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163444,TMEM183A,7,"452,456,454,453,348,457,455","NE,NE,NE,NE,NE,NE,E",Conditional
ENSG00000163449,TMEM169,7,"455,453,454,452,456,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163453,IGFBP7,8,"348,452,455,457,448,454,453,456","E,NE,NE,NE,E,NE,NE,NE",Conditional
ENSG00000163462,TRIM46,8,"456,453,454,455,452,451,348,457","NE,NE,NE,E,NE,E,NE,NE",Conditional
ENSG00000163463,KRTCAP2,8,"457,459,454,456,455,452,348,453","NE,E,NE,NE,NE,NE,NE,NE",Conditional
ENSG00000163464,CXCR1,7,"453,456,457,348,452,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163466,ARPC2,9,"453,459,348,452,456,454,451,455,457","E,E,NE,NE,NE,NE,E,E,E",Conditional
ENSG00000163467,C1orf182,7,"456,457,454,455,452,348,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163468,CCT3,9,"452,457,456,453,455,454,459,451,348","E,E,E,E,E,E,E,E,NE",Conditional
ENSG00000163472,TMEM79,6,"348,454,455,452,456,459","NE,NE,NE,NE,NE,E",Conditional
ENSG00000163479,SSR2,7,"452,456,453,454,457,455,348","NE,NE,NE,NE,E,NE,NE",Conditional
ENSG00000163481,RNF25,7,"348,454,453,452,457,456,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163482,STK36,7,"457,453,348,452,455,454,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163485,ADORA1,7,"457,348,455,454,453,456,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163486,SRGAP2,1,348,NE,Nonessential
ENSG00000163491,NEK10,7,"452,457,455,348,456,454,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163492,CCDC141,1,348,NE,Nonessential
ENSG00000163497,FEV,7,"452,455,348,454,457,453,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163499,CRYBA2,8,"456,348,455,459,452,453,454,457","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163501,IHH,7,"457,456,348,454,455,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163507,KIAA1524,9,"453,456,457,459,452,449,348,454,455","NE,NE,E,E,E,E,NE,NE,NE",Conditional
ENSG00000163508,EOMES,7,"457,456,348,454,453,455,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163510,CWC22,8,"452,453,456,457,454,455,459,348","NE,E,E,E,E,NE,E,NE",Conditional
ENSG00000163512,AZI2,7,"452,457,453,456,348,454,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163513,TGFBR2,8,"455,456,452,453,454,457,459,348","NE,NE,NE,NE,NE,NE,E,E",Conditional
ENSG00000163515,RETNLB,8,"348,456,455,451,452,457,453,454","NE,NE,NE,E,NE,NE,NE,NE",Conditional
ENSG00000163516,ANKZF1,7,"454,455,456,348,453,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163517,HDAC11,7,"348,453,455,454,456,457,452","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163518,FCRL4,7,"452,454,453,348,455,457,456","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163519,TRAT1,7,"456,452,454,453,348,455,457","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163520,FBLN2,7,"454,456,452,453,455,457,348","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163521,GLB1L,7,"348,452,454,456,457,453,455","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163527,STT3B,8,"455,453,348,454,459,452,456,457","NE,NE,NE,NE,E,NE,NE,E",Conditional
ENSG00000163528,CHCHD4,8,"457,459,455,454,452,456,453,348","E,E,NE,NE,NE,NE,E,NE",Conditional
ENSG00000163530,DPPA2,7,"348,457,456,455,454,452,453","NE,NE,NE,NE,NE,NE,NE",Nonessential
ENSG00000163531,NFASC,5,"454,348,452,455,456","NE,NE,NE,NE,NE",Nonessential
